AvgSpotLen_l	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	Assay_Type_s	BioProject_s	BioSample_s	BioSampleModel_s	Center_Name_s	Consent_s	Experiment_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Sample_s	SRA_Study_s	Sample_Name_s	age_s	biomaterial_provider_s	isolate_s	isolation_source_s	sex_s	tissue_s
18691	2017-01-26	2914	10279	2016-07-25	SRR3824568	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
19165	2017-01-30	2988	10561	2016-07-25	SRR3824569	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
17855	2017-01-30	2783	9794	2016-07-25	SRR3824570	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
15927	2017-01-26	2483	8737	2016-07-25	SRR3824571	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12355	2017-01-26	1926	6791	2016-07-25	SRR3824572	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
10223	2017-01-28	1593	5700	2016-07-25	SRR3824573	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9905	2017-01-30	1544	5461	2016-07-25	SRR3824574	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9880	2017-01-26	1540	5487	2016-07-25	SRR3824575	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
10280	2017-01-30	1602	5682	2016-07-25	SRR3824576	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9158	2017-01-30	1427	5047	2016-07-25	SRR3824577	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9224	2017-01-30	1438	5050	2016-07-25	SRR3824578	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9125	2017-01-26	1422	5061	2016-07-25	SRR3824579	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
10078	2017-01-31	1571	5611	2016-07-25	SRR3824580	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12151	2017-01-31	1894	6711	2016-07-25	SRR3824581	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
11490	2017-01-26	1791	6381	2016-07-25	SRR3824582	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
8091	2017-01-26	1261	4600	2016-07-25	SRR3824583	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9711	2017-01-29	1514	5380	2016-07-25	SRR3824584	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9093	2017-01-31	1417	5098	2016-07-25	SRR3824585	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
10020	2017-01-30	1562	5610	2016-07-25	SRR3824586	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
10526	2017-01-27	1641	5908	2016-07-25	SRR3824587	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9755	2017-01-26	1521	5480	2016-07-25	SRR3824588	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12905	2017-01-27	2012	7078	2016-07-25	SRR3824589	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12379	2017-01-30	1930	6873	2016-07-25	SRR3824590	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
6653	2017-01-30	1037	3696	2016-07-25	SRR3824591	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
6055	2017-01-26	944	3361	2016-07-25	SRR3824592	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
7285	2017-01-26	1135	3993	2016-07-25	SRR3824593	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
7032	2017-01-30	1096	3845	2016-07-25	SRR3824594	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
6648	2017-01-28	1036	3655	2016-07-25	SRR3824595	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
6668	2017-01-26	1039	3702	2016-07-25	SRR3824596	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
5062	2017-01-30	789	2911	2016-07-25	SRR3824597	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9802	2017-01-30	1528	5438	2016-07-25	SRR3824598	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
8819	2017-01-27	1374	4875	2016-07-25	SRR3824599	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
8184	2017-01-27	1276	4525	2016-07-25	SRR3824600	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
8851	2017-01-26	1379	4911	2016-07-25	SRR3824601	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
6943	2017-01-26	1082	3888	2016-07-25	SRR3824602	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
6732	2017-01-29	1049	3769	2016-07-25	SRR3824603	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
7188	2017-01-30	1120	4064	2016-07-25	SRR3824604	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
6129	2017-01-26	955	3473	2016-07-25	SRR3824605	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12114	2017-01-27	1888	6795	2016-07-25	SRR3824606	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
13369	2017-01-26	2084	7440	2016-07-25	SRR3824607	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12623	2017-01-30	1968	7056	2016-07-25	SRR3824608	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
15464	2017-01-27	2411	8562	2016-07-25	SRR3824609	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
14419	2017-01-26	2248	7970	2016-07-25	SRR3824610	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12280	2017-01-30	1914	6942	2016-07-25	SRR3824611	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12104	2017-01-30	1887	6658	2016-07-25	SRR3824612	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
11560	2017-01-30	1802	6292	2016-07-25	SRR3824613	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
5910	2017-01-27	921	3369	2016-07-25	SRR3824614	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
11384	2017-01-26	1774	6302	2016-07-25	SRR3824615	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
11914	2017-01-30	1857	6556	2016-07-25	SRR3824616	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
11663	2017-01-31	1818	6398	2016-07-25	SRR3824617	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9761	2017-01-30	1521	5448	2016-07-25	SRR3824618	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
10316	2017-01-30	1608	5795	2016-07-25	SRR3824619	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9281	2017-01-26	1446	5249	2016-07-25	SRR3824620	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
16501	2017-01-30	2572	9129	2016-07-25	SRR3824621	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
15342	2017-01-31	2391	8455	2016-07-25	SRR3824622	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
14768	2017-01-30	2302	8183	2016-07-25	SRR3824623	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
15552	2017-01-31	2424	8637	2016-07-25	SRR3824624	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9647	2017-01-27	1504	5600	2016-07-25	SRR3824625	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
11791	2017-01-29	1838	6639	2016-07-25	SRR3824626	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12967	2017-01-30	2021	7251	2016-07-25	SRR3824627	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12987	2017-01-26	2024	7196	2016-07-25	SRR3824628	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
8522	2017-01-27	1328	4746	2016-07-25	SRR3824629	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
8045	2017-01-26	1254	4523	2016-07-25	SRR3824630	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9141	2017-01-29	1425	5070	2016-07-25	SRR3824631	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
8288	2017-01-30	1292	4648	2016-07-25	SRR3824632	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
8560	2017-01-30	1334	4728	2016-07-25	SRR3824633	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
6044	2017-01-26	942	3393	2016-07-25	SRR3824634	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
22743	2017-01-30	3545	12279	2016-07-25	SRR3824635	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
14273	2017-01-27	2225	8045	2016-07-25	SRR3824636	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
14431	2017-01-27	2250	8079	2016-07-25	SRR3824637	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
14823	2017-01-27	2311	8339	2016-07-25	SRR3824638	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12983	2017-01-30	2024	7247	2016-07-25	SRR3824639	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
13138	2017-01-26	2048	7391	2016-07-25	SRR3824640	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12388	2017-01-30	1931	6982	2016-07-25	SRR3824641	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
13937	2017-01-31	2173	7720	2016-07-25	SRR3824642	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12783	2017-01-27	1993	7045	2016-07-25	SRR3824643	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12895	2017-01-27	2010	7156	2016-07-25	SRR3824644	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12976	2017-01-26	2023	7260	2016-07-25	SRR3824645	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
